movieId,keywords
64802,gay|aids|hiv|based on play or musical|lgbt history|
11239,dance lesson|
50850,circus|boy|bear|jungle|monkey|woman director|
15321,
2058,jealousy|love|revenge|break-up|
9450,brass band|province|music competition|music band|
125021,
330,exotic island|dna|paleontology|tyrannosaurus rex|velociraptor|san diego|dinosaur|jurassic park|animal horror|
38523,
16375,assassination|independent film|dentist|exterminator|
33660,rescue|dog|animal actor|boy and dog|heart warming|
59232,
45671,mexico|shaman|woman director|
17770,independent film|lawyer|actor|
15170,gorilla|zoo|eccentric|socialite|chimpanzee|woman director|
1701,prison|ambush|helicopter|airport|gas station|undercover|mexican standoff|bravery|hijacking|escape|shootout|u.s. marshal|las vegas|explosion|brutality|violence|convict|desert|war hero|dea agent|motorcycle chase|
201445,woman director|
26422,
124642,woman director|
1639,boat|cruise|computer|disaster|diamond|collision course|
49235,independent film|
106129,woman director|
291634,
107743,friends|break-up|woman director|
415,double life|dc comics|dual identity|crime fighter|fictional place|gotham city|superhero|credit card|super powers|
47686,independent film|
65889,terminal illness|eccentric|brother-in-law sister-in-law relationship|
11103,boat|amnesia|honeymoon|vacation|remake|husband|
11970,hades|musical|peasant|animation|aftercreditsstinger|olympus|hercules|
34941,independent film|
407992,feminism|female|cancer|independent film|woman director|
8874,karaoke|marriage proposal|new love|love of one's life|kiss|man-woman relation|secret love|wedding|
17991,sequel|experimental film|rooftop|telephone conversation|japanese cyberpunk|part of trilogy|
11956,paris|cat|
266,love triangle|italy|film business|capri|cinecittà|villa|film making|film producer|screenwriter|jealousy|car crash|divorce|
754,undercover|mexican standoff|biological weapon|face transplant|rage and hate|fistfight|hostility|revenge|deception|tragedy|shootout|hospital|boat chase|los angeles|explosion|extreme violence|fbi agent|prison escape|criminal gang|flashback|golden gun|arch villain|bullet ballet|
37567,poetry|nudity|supermodel|cab driver|extramarital affair|
43771,elderly couple|rug|
124834,
249358,witness|police|reporter|homeless|
111367,
607,secret identity|sun glasses|undercover|space marine|illegal immigration|deportation|new identity|giant cockroach|cannon|flying saucer|stay permit|alien|fictional government agency|
18080,cruise ship|widower|woman director|
38225,animal|naturalist|
17834,magic|wish|kids|fairy godmother|
686,based on novel|nasa|new mexico|extraterrestrial technology|prime number|star|radio wave|wormhole|fanatic|spirituality|religion|scientist|sabotage|ham radio|alien contact|mechanical engineering|observatory|eccentric man|radio telescope|
65046,woman director|
4421,poem|middle east|helicopter|satellite|navy|sexism|war|army|sexual harassment|navy seal|feminist|soldier|commando|mental health|drill instructor|military|u.s. military|army base|reconnaissance|sexual discrimination|
9387,gladiator|repayment|despot|barbarian|sword and sorcery|
10603,africa|san francisco|gorilla|lion|feral child|jungle|
2142,corruption|new jersey|handcuffs|fbi|bridge|police|burned alive|murder|car crash|independent film|bad cop|arson|dirty cop|internal affairs|car accident|new york city|violence|nypd|world trade center|jumping off a bridge|corrupt cop|
8413,space marine|nudity|nightmare|hallucination|cryogenics|space travel|black hole|insanity|delusion|crew|alternate dimension|evil spirit|hellgate|religion|explosion|violence|burning man|rescue team|flashback|supernatural power|trapped in space|distress signal|derelict ship|
10336,anti hero|secret agent|fistfight|based on comic|burn victim|
20737,clown|golden retriever|dog actor|
9413,fire|hero|lie|career woman|photography|
14585,office|love|independent film|secretary|misogynist|
18519,ship|whale|friends|killer whale|whaler|
49462,college|reunion|reunited friends|
8834,new york|cia|helicopter|assassin|secret|obsession|taxi driver|fbi|paranoia|wheelchair|chase|theory|politics|government|control|cover-up|murder|suspense|conspiracy|torture|flashback|target|geronimo|newsletter|
9458,donation|paranoia|terminal illness|leukemia|psychological thriller|criminal|convict|confrontation|captive|prison escape|swat team|freeway|propane|
8854,dc comics|los angeles|soldier|military|
38295,independent film|
22073,dutch|blood|mobster|gangster|violence|1930s|
37244,kids and family|based on tv series|
4961,experiment|mutation|cockroach|nest|blood|disease|scientist|epidemic|evolution|sewer|virus|tunnel|insects|animal horror|
9416,prison|diamant|liberation of prisoners|transport of prisoners|interview|arrest|
26180,trunk|attempted kidnapping|
17832,sword|planetary configuration|sword fight|fate|
9772,prison|corruption|journalist|white house|hostage|ultimatum|hostage-taking|air force one|airplane hijacking|aerial combat|conspiracy|gunfight|fighter airplane|secret service|american president|hand to hand combat|negotiation|political prisoner|
6072,new york|high school|teacher|attack|stabbing|
1669,submarine|cold war|russian|defection|jack ryan|
468,individual|gay|father son relationship|rome|robbery|treasure|portland|cocaine|generations confilct|idaho|hustler|german|seattle|narkolepsy|pink bathrobe|prostitution|gay sex|incest|lgbt|road movie|
32519,gay|independent film|unlikely friendship|italian stereotype|odd couple|
108401,
10806,gay|homophobia|coming out|lgbt|
9433,photographer|grizzly bear|wilderness|airplane|supermodel|emergency landing|suspense|survival|bear|animal horror|
6623,helicopter|terrorist|nuclear missile|bridge|train crash|train|woman director|
2118,corruption|detective|shotgun|morgue|f word|domestic violence|corpse|crime|district attorney|bandage|movie star|man with glasses|knife in thigh|good cop bad cop|switchblade|call girl|1950s|falsifying|
978,buddhism|himalaya|austria|mountain|buddhist monk|world war ii|prisoners of war|monsoon|tibet|dalai lama|mountaineer|lhasa|wedding|
9437,washington d.c.|covered investigation|investigation|north carolina|missing person|
29461,sister|family relationships|unity|
56651,
10351,fire|menace|wish|djinn|violence|
66588,tragedy|family|woman director|
2649,brother brother relationship|birthday|danger of life|birthday party|surprising|
14289,sheriff|toxic|church|
10155,car breakdown|wilderness|kiss|gambling debts|car garage|
75250,
20457,irish-american|election campaign|make a match|
18355,terrorist|naval officer|
33657,
55306,father son relationship|florida|stolen money|dysfunctional family|independent film|stabbing|bank robbery|father-in-law daughter-in-law relationship|beekeeper|orlando florida|
68924,based on novel|1970s|thanksgiving|dysfunctional family|independent film|
36434,stripper|stag night|death|
2255,new jersey|coming out|love of one's life|bisexuality|menage a trois|comic book|comic-strip artist|independent film|lesbian|best friend|
28353,sex|party|friends|player|
9427,suicide attempt|striptease|steel worker|repossession|male stripper|
172545,independent film|gay interest|gay man|woman director|
17589,england|assassination|queen|prince|widow|victorian england|royalty|independent film|
3597,secret|blackmail|fisherman|police|high school|cover-up|friends|revenge|murder|pageant|slasher|teenager|killer|
1813,"child abuse|southern usa|obsession|subway|nudity|bible|seduction|hallucination|ambition|devil's son|marriage crisis|pact with the devil|crooked lawyer|evil spirit|satan|religion|lust|courtroom|temptation|law firm|manhattan, new york city|seven deadly sins|ethics|gainesville florida|"
36797,astronaut|chimpanzee|
12628,fbi|gang war|surgeon|beautiful woman|los angeles|drug|drug addict|
33344,white house|john f. kennedy|based on play or musical|independent film|family relationships|incest|mental illness|
25099,circus|lion|eccentric|robot|
45019,woman director|
63437,radio|money|radio dj|hall of fame|
62422,interview|tribute|rock music|rock band|neil young|concert film|
782,paraplegic|suicide attempt|cheating|dna|spaceman|new identity|heart disease|false identity|blood sample|biotechnology|space mission|dystopia|investigation|genetics|hostility|exercise|eugenics|dystopic future|
29911,fairy|fairy tale|
9827,"sheriff|rural setting|los angeles|u.s. soldier|alternate life form|snowfield, co|deputies|fear of dying|"
1959,underdog|sea|wales|ukraine|strangeness|shipwreck|loss of husband|doctor|xenophobia|woman director|strange person|
251481,
8067,angel|sex|robbery|based on novel|karaoke|ransom|hostage|kidnapping|chase|heaven|love|murder|janitor|blood|writer|robot|violence|
125052,prison|new mexico|smuggling|gang|theft|
45153,sister sister relationship|menstruation|superstition|independent film|curse|mother daughter relationship|tavern|aunt niece relationship|father daughter relationship|all black cast|woman director|
10871,loss of son|serial killer|train|
14398,detective|surgeon|stripper|profanity|murder|brutality|buddy|
10890,date|ex-girlfriend|u.s. army|military spoof|
99002,woman director|
1281,paris|london england|california|airport|vault|destroy|museum|arts and culture|chaos|repair|clumsy fellow|guard|arts expert|host family|damage|poster|artwork|creativity|painting|hospital|los angeles|amusement park|teenage rebellion|laxative|
32332,dancing|victim|love|independent film|pool cleaner|spanish music|
9770,journalist|museum|hostage drama|independent film|
12616,aids|cheating|one-night stand|chance|death of a friend|friendship|independent film|
34838,dancer|dance|tango|woman director|
14905,england|civil war|journalist|sarajevo|orphanage|bosnian war of 1992-1995|
14583,prostitute|secret|murder|violence|textile company|
11975,jurors|proof|court case|leukemia|lawyer|courtroom|
4995,pornography|sex|porn actor|pornographic video|from rags to riches|drug|porn industry|gay lead character|
9281,"corruption|detective|police brutality|amish|suspense|barn raising|lancaster, pa|"
45928,rembrandt|suspense|art|forger|
563,moon|asteroid|space marine|intelligence|buenos aires|space battle|dystopia|army|satire|spaceship|soldier|drill instructor|military|
61337,nun|satire|hospital|half sister|
19931,based on novel|mother daughter relationship|chinese|family|chinese american|
31535,inventor|invention|scandal|
10215,double life|commercial|fantasy|chance|marketing|time travel|in flagranti|ambiguous ending|alternative reality|
9823,martial arts|authority|tournament|battle|fighting|based on video game|hand to hand combat|
37165,claustrophobia|hidden camera|dystopia|reality show|make believe|pretend|
45609,independent film|british high society|privileged life|
38904,female nudity|flower|impalement|woman director|
45565,
9407,china|death penalty|law|business man|murder|
4824,fbi|cold war|hitman|
9444,tzar|musical|russian revolution|train explosion|foreign language adaptation|exploding train|
9414,london england|bomb|brother brother relationship|helicopter|based on novel|bank|tv show|theatre milieu|mistaken identity|escape|agent|
8078,android|mercenary|dystopia|sequel|alien|betrayal|impalement|cloning|scientist|flamethrower|disembowelment|smuggler|gene manipulation|man in wheelchair|breeding|genetic engineering|regeneration|xenomorph|alien queen|explosive decompression|swimming underwater|
29938,female nudity|mutant|cabin|alien life-form|forest|vacation|spaceship|
11831,cuba|mutiny|slavery|sentence|historical figure|havanna|tall ship|slave trade|
2895,christianity|coma|jealousy|radio station|texas|apostle|minister|louisiana|forgiveness|independent film|preacher|
39177,painter|woman director|erotic movie|
19601,nazis|concentration camp prisoner|independent film|gay interest|
124606,gang|audition|police fake|homeless|actress|
42832,ice hockey|
22797,suicide|angel|difficult childhood|insane asylum|pig|friendship|boarding school|alcoholism|murder|dark comedy|
2639,new york|writer's block|insanity|independent film|author|
9574,wedding vows|inventor|slime|green|flight|mad scientist|wedding|
10371,new york|pennsylvania|cheating|tax consultant|parish hall|devoutness|amish|
489,baseball|boston|professor|m.i.t.|harvard university|ambition|mathematics|genius|love|friends|janitor|irish|psychologist|university|courtroom|flashback|prodigy|
167738,
293820,
9714,parent child relationship|burglar|child hero|auto|bravery|toy|computer chip|technical toy|
102406,
170430,psychopath|
8197,drag queen|voodoo|savannah|
6283,brother brother relationship|loss of father|mouse|house|inheritance|
279698,
49728,woman director|
64562,
4233,film festivals|slaughter|slasher|
191874,burglary|jewel|insurance investigator|murder plot|
10217,canada|suffering|village|paralysis|independent film|lawyer|school bus|vehicular accident|
438108,time travel|alien|dinosaur|reptile|
597,shipwreck|iceberg|ship|panic|titanic|ocean liner|epic|rich woman - poor man|love|disaster|tragic love|class differences|imax|star crossed lovers|steerage|salvage|rich snob|3d|1910s|
714,london england|england|spy|china|news broadcast|intelligence|television|missile|manipulation of the media|secret intelligence service|special car|tv station|media tycoon|navy|motorcycle|secret service|hamburg germany|
52537,independent film|
12799,adolescence|coming out|vororte|lyon|youth gang|
62394,
9922,usa|post|postman|army|apocalypse|
547,love triangle|new york|montana|attachment to nature|confidence|horseback riding|horse|riding accident|career woman|ranch|horse whisperer|trauma|country life|marriage crisis|crisis|travel|mother daughter relationship|animal|nature|
25994,independent film|
184,airport|underworld|arms deal|weapon|police|drug|
9746,buddhism|china|mountain|buddhist monk|tibet|dalai lama|lhasa|buddha|
9438,lie|bluff|based on cartoon|millionaire|luck|short sighted|
115,white russian|dude|bowling|vietnam veteran|carpet|nihilism|heart attack|kidnapping|lsd|marijuana|los angeles|millionaire|cowboy|ashes|impregnation|bowling team|unemployed|bowling ball|weeds|
26941,
27103,transvestism|gay|belgium|coming out|family relationships|coming of age|transgender|gender|lgbt child|
9410,artist|artists' life|childhood memory|
32302,hostage|hero|rivalry|good vs evil|crime|youth|danger|family|escapade|save the day|young heroes|siblings relations|eccentric family|vigilantism|heroic mission|buddies|daring rescue|master villain|
216794,mafia|mobster|brooklyn new york city|
88863,murder|betrayal|diamond|jamaican|
154821,
41417,prison|fire|firemen|criminal|jail break|forest fire|
12538,blindness and impaired vision|woman director|
586,washington d.c.|rape|cia|usa president|war veteran|staging|film maker|albania|sex scandal|senator|presidential election|gulf war|media adviser|manipulation of the media|election campaign|government|war|soldier|extramarital affair|
2666,soul|sleep|manipulation|future|dystopia|chaos|memory|duel|parallel world|tech noir|matrix|neo-noir|retrofuturism|
46338,seduction|cheating husband|rehearsal|
54007,meteor|superhero|cybersuit|
11258,sheriff|rain|evacuation|armored car|crook|hoodlum|
9490,smoking|company|marijuana|drug|woman director|
9411,angel|riddle|detective|bible|police|supernatural|psychopath|murder|curse|religion|execution|series of murders|devil|family|evil|neo-noir|
25719,london england|nightclub|chase|fraud|liar|love|thief|wealth|money|scam|hospital|secretary|business|wedding|parole|con|dishonesty|
9033,angel|monk|autopsy|symbol|hospital|
11220,gambling|assassin|bar|hitman|surreal|dangerous|beer|love|cigarette smoking|hong kong|drifter|bullet wound|city|killer|mysterious|detached|
21253,assassination|brazilian|ambassador|freedom|drama|plot|revolutionary|
6116,pop|pop culture|pop star|
9457,ocean liner|sea monster|jewel heist|armed robbery|
281289,
43911,
39424,independent film|
44361,mother son relationship|
11702,usa|china|assault rifle|sniper|chinatown|drug dealer|hitman|funeral|conscientious objector|revenge|on the run|fugitive|one man army|sunglasses|drug lord|silencer|uzi|police raid|contract killer|replacement|
2923,london england|robbery|double life|jazz club|thief|suspense|teacher|
12238,journalist|airport|vampire|airplane|undead|reporter|series of murders|female corpse|tabloid reporter|
11568,prison|blues|half-brother|orphanage|band|
41577,independent film|
66894,miami|bus ride|road trip|independent film|bus trip|woman director|harlem|
11003,wedding vows|marriage proposal|love of one's life|bride|bridegroom|
10153,ocean|extraterrestrial technology|space marine|paranoia|raumschiffabsturz|alien|psychologist|ocean floor|deepsea|
49645,
47112,
102732,
30949,sex|kidnapping|scam|cigarette smoking|writer|
2898,single parent|waitress|lone wolf|friendship|neighbor|author|cowardliness|writer|dog|rude|obnoxious|unlikely friendship|noodle salad|
9558,male nudity|female nudity|violence|religious statue|aspirin|
83593,
320011,woman director|
26269,ex-cop|retired|
11808,cia|transport of prisoners|innocence|escape|agent|
6970,australian|australia|con artist|american abroad|
47452,obsession|love|obsessive love|actor|
18205,male nudity|mexico|prostitute|adultery|sexuality|based on novel|dream|pimp|nudity|gay parent|mexican|neighborhood|
36943,surfer|wave|surfboard|surfing|travel|
21736,climbing|imax|mountain climbing|mountaineering|mount everest|
17941,horse|farm|fall|borderline personality disorder|suspense|domineering mother|
10668,ransom|hostage|kidnapping|rain|sister|betrayal|mobster|hospital|mansion|pistol|poker game|killer|alcoholic|group of friends|hoodlum|
9313,france|swordplay|mask|musketeer|
42807,bank robber|crime spree|western u.s.|
617,upper class|poison|sailboat|rape|sexual abuse|florida|eroticism|blackmail|lolita|cheerleader|court case|planned murder|sailing|pretended murder|seduction|bisexuality|alligator|crocodile|everglades|heart-throb|white trash|menage a trois|intellectually gifted|harpoon|van|plan|court|single|millionaire|extramarital affair|duringcreditsstinger|
36568,parrot|research|thief|girl|mexican american|
37272,love triangle|kansas|single father|baskeball|
5910,gambling|farewell|sea|beach|yakuza|loss|japanese mafia|
9440,white house|usa president|presidential election|scandal|george w. bush|extramarital affair|
53092,pharmacist|police|tourette syndrome|doll|pharmacy|
32911,boys' school|
44308,independent film|
124821,housewife|boarding school|teacher|new england|infatuation|multiple sclerosis|
32456,love|revenge|loft|analingus|actor|
93350,waitress|small town|old flame|
62695,
32144,parish|sterility|priest|miscarriage|woman director|
17127,blind date|love|falling in love|gay man straight woman relationship|
40688,
17133,
19848,strip club|stripper|dominatrix|cat fight|
17644,
1774,prison|airport|narration|ohio|protest|
30265,independent film|
2157,time travel|sabotage|deep space explorer|
70581,japanese|bank|hostage|love|on the run|
8838,assassin|loss of family|autism|fbi|bangkok|national security agency (nsa)|boy|child in peril|fbi agent|
29193,dialogue|confidence|invention|independent film|
795,suicide|angel|life and death|desperation|operation|heaven|faith|afterlife|los angeles|interspecies romance|
16980,new york|sex|dancer|sexuality|depression|jealousy|nightclub|nudity|investigation|addiction|liar|love|friends|independent film|theft|drug|death|disco|
27472,road trip|wedding date|
47881,tall man|romania|giant|
9469,prison|father son relationship|homicide|begnadigung|release from prison|forgiveness|college|basketball|independent film|
12488,secret|to shoot dead|daughter|lawyer|
98499,
81367,kids|sea lion|
267,sexual obsession|prostitute|adultery|adolescence|drug abuse|sexual abuse|madrid|paraplegic|bus|pregnancy and birth|
16148,detective|blackmail|independent film|
21252,violent husband|underclass|class|drug scene|addiction|dysfunctional family|drug|
73135,screenwriter|beach|island|
9449,dwarves|household|lawyer|little people|child's point of view|real estate|
6264,sword|prince|camelot|viking|princess|knight|king|excalibur|
90414,woman director|
188870,
215373,
78149,alan smithee|
15513,
31220,single parent|based on novel|expedition|professor|college|circumcision|family relationships|jungle|anthropology|monkey|lecture|lost tribe|faked footage|hoax|papua new guinea|new guinea|circumcision ritual|
13907,singing|embryo|living under the bridge|music rights|
29825,"sex|photographer|nudity|satire|job|conspiracy|model|fashion|waiter|aspiration|manhattan, new york city|voyeur|"
10622,journalist|martial arts|cook|drug dealer|
30020,muslim|iranian new wave|
17139,law and ethics|
34582,anti hero|false identity|postman|
10216,washington d.c.|telepathy|dna|mercenary|transformation|quarantine|hybrid|on the run|serial killer|mind reading|cloning|los angeles|astronaut|killing spree|virus|alien dna|
9771,baseball|trainer|baseball bat|career|training|sport|
24560,greed|dollar|jackpot|atlantic city|money|slot machine|
76330,jazz|lover (female)|paparazzi|gondola|travel|woman director|
9448,bungee-jump|dark comedy|cigarette smoking|slow motion|video store|subtitled scene|kosher|stealing a car|movie poster|night vision goggles|suitcase full of money|
38618,africa|tarzan|
18316,fbi|truck|
78373,small town|texas|
77514,prostitute|hitman|translator|
49474,
4415,falsely accused|prisoner|blackmail|french revolution|motherly love|
39467,dream|
55561,independent film|woman director|
8656,usa president|nasa|metereologist|space mission|comet|natural disaster|tsunami|astronomer|astronaut|woman director|disaster movie|
209345,
58680,"blind date|love|manhattan, new york city|woman director|"
35161,suicide|canada|nova scotia|dysfunctional family|independent film|gay man|hometown|unhappiness|lgbt|dealing with the past|
35796,sex|infidelity|lawnmower|nudity|suspicion|fascination|friendship|party|wealth|poverty|hypocrisy|voyeurism|discrimination|
18937,
929,secret|atomic bomb|intelligence|missile|destroy|boat accident|flowerpot|atomic bomb test|u.s. army|egg|godzilla|pregnancy|kaiju|animal horror|
9452,mission of murder|politics|election campaign|liberal|swearing|political satire|hip hop culture|
1878,gonzo journalist|sweaty face|fake identity|wedding chapel|grapefruit|cadillac convertible|gibberish|corvette stingray|police convention|
9844,gay|louisiana|dying and death|step father|independent film|teacher|death|
40505,
14342,fight|bravery|slapstick|native american|bear|interracial love|drinking contest|bipolar disorder|mauling|
9715,texas|telegram|despair|leaving one's family|funeral|costume|loss|high school|judgment|dog|pond|
26610,rural setting|nordic noir|
20064,drama|
40961,psychoanalysis|razor|gore|psychiatric hospital|serial killer|psychologist|hospital|throat slitting|killer|straight razor|mental hospital|
1965,jealousy|blackmail|artist|planned murder|extramarital affair|
312,berlin|loss of mother|becoming an adult|deaf-mute|translation|clarinet|conservatory|bicycle accident|deafness|dying and death|rest|daughter|concert|teenage crush|family|disabled|woman director|sign language|child|
6068,overleven|family guy|
15037,alcohol|regret|homophobia|radio|cheerleader|love letter|college|graduation|groupie|costume|nerd|high school|party|friends|dating|break-up|rock band|pop music|american football player|infatuation|washed up star|unlikely friendship|social outcast|woman director|jocks|having fun|revenge plot|
50043,courtesan|love|revenge|
37636,sex|photographer|nudity|exploitation|career|magazine|photography|addiction|love|lesbian|drug|intern|woman director|
17044,
60951,egypt|napoleon|leopard|woman director|
21334,brother sister relationship|class|foot race|
416437,
32284,dancing|sex|jealousy|dream|insomnia|police|love|friends|cafe|
51955,
37410,alcohol|politics|murder|fame|money|drug|
47481,france|teenage girl|montage|
53765,jealousy|substitute teacher|independent film|
10674,homeland|musical|training|daughter|cricket|princess|dragon|luck|
136134,journalist|murder|ireland|protestant|
846,bomb|helicopter|secret|obsession|extraterrestrial technology|fbi|space marine|mutation|secret society|secret organization|secret lab|x-files|government|
12655,male nudity|hostage|gangster boss|release from prison|dublin|irish|hoodlum|
3050,talking to animals|woman director|
1389,journalist|bedroom|purse|trunk|elmore leonard|
11020,trip|australia|orphanage|girls' boarding school|hanging rock|based on true story|suspense|thriller|
20862,
108548,
9464,prison|gambling|compulsive gambling|
95,saving the world|paris|moon|cataclysm|asteroid|self sacrifice|nasa|space marine|loss of father|daughter|space|wedding|astronaut|eiffel tower paris|duringcreditsstinger|disaster movie|space centre|
944,lapd|house on fire|revolver|
35680,children|woman director|
11551,defense industry|toy shop|technical toy|soldier|prototype|killer toys|toy comes to life|
473,hacker|mathematician|helix|headache|chaos theory|migraine|mathematics|insanity|genius|
102304,sex|new jersey|teenager|drug|woman director|
544,surgeon|stalker|romantic comedy|dream girl|taboo|screwball comedy|frisbee|troubadour|gross out comedy|intellectual disability|
10513,california|stewardess|fog|tombstone|flashlight|plan|resurrection|alien|zombie|alien invasion|wooden|washington monument|ghoul|odor|grave digger|siren|
28966,paris|world war i|friendship|battlefield|aerial combat|warfare|silent film|u.s. military|fighter pilots|
65203,musical|singer|pre-code|wisecrack humor|early sound film|partially lost film|
143,germany|disillusion|world war i|army|boot camp|battlefield|steel helmet|combat|warfare|trenches|young soldier|battlefield trauma|
42861,newspaper|oklahoma|frontier|newspaper editor|land rush|
33680,hotel|card game|burglar|industrialist|stolen money|baron|dying man|murder|tragic love|conscience|jewel thief|merger|public humiliation|revolving door|dachshund|stenographer|flirtation|prima ballerina|bookkeeper|
56164,
12311,bounty|captain|boat|mutiny|island|sailing|ship|tahiti|tyrant|flogging|voyage|
43277,producer|broadway|ziegfeld|
43278,biography|historical figure|writer|devil's island|
34106,monopoly|tycoon|house|love|friends|eccentric|secretary|free spirit|rich snob|stenographer|
43266,wales|rural setting|coal mining|
27367,england|based on novel|hostage|world war ii|prisoners of war|pilot|rose|river patrol|bombing|dunkirk|
17661,priest|
28580,desperation|weekend|delirium|addiction|alcoholism|writer|alcoholic|bats|suicidal thoughts|low self esteem|film noir|paranoid|
887,usa|post traumatic stress  disorder|war veteran|world war ii|rehabilitation|bodily disabled person|
33667,anti semitism|soldier|
23383,shakespeare|father murder|
25430,southern usa|based on novel|newspaper|oscar award|governor|politics|politician|rise and fall|reporter|political assassination|corrupt politician|hick|
27191,circus|travelling circus|
11426,hawaii|harassment|pearl harbor|bombing|military life|army base|
654,murder|suspense|union|dock|longshoreman|pigeon|
15919,butcher|marriage|love|teacher|italian american|crying|overbearing mother|dance hall|old maid|
1725,slum|street gang|love at first sight|showdown|puerto rican|immigrant|highway|forbidden love|musical|rivalry|feud|interracial relationship|based on play or musical|sondheim|attempted rape|policeman|obsessive love|lifting female in air|young love|modern day adaptation|shakespeare in modern dress|
5769,from rags to riches|tutor|squire|
874,england|pope|beheading|death penalty|thomas more|protestant church|thomas cromwell|oath|henry viii|
10633,southern usa|black people|small town|police chief|suspect|racist|african american|false accusations|police station|racial tension|
17917,pickpocket|musical|victorian england|orphan|
3116,shower|
1051,police brutality|marseille|night life|attempted murder|drug dealer|drug mule|gangster boss|drug smuggle|undercover agent|hijacking of train|herion|
1366,underdog|philadelphia|transporter|italo-american|fight|love of one's life|publicity|boxer|independence|boxing match|training|lovers|surprise|world champion|amateur|victory|
12102,"wife husband relationship|custody battle|marriage|falling from height|divorce|family|couple|selfishness|manhattan, new york city|child custody|blood on face|abandonment|"
16619,post traumatic stress  disorder|depression|suicide attempt|grief|dysfunctional family|guilt|death of son|grieving|
9443,underdog|scotland|jewry|patriotism|olympic games|jew|olympian sports team|ambition|
11050,loss of husband|cancer|mother daughter relationship|single mother|neighbor neighbor relationship|
606,skab under tv|bagved|Øverste hylde|
746,buddhism|japan|suicide|china|suicide attempt|war crimes|becoming an adult|isolation|war on drugs|revolution|emperor|arranged marriage|manchuria|dynasty|reeducation camp|cultural revolution|human experimentation|war|coup d'etat|teacher|beijing|decadence|communism|
380,individual|mentally disabled|autism|loss of father|yuppie|car dealer|egocentrism|travel|convertible|psychiatrist|duringcreditsstinger|savant|
403,individual|black people|chauffeur|atlanta|widow|anti semitism|jewish|african american|car|old age|
11485,prison|pickpocket|jinx|bad luck|wedding|
466,new york|prostitute|detective|cat|obsession|pimp|junkie|perversity|audio tape|suspense|psychologist|missing person|spectacle|
13820,california|cocaine|future|punk|theory|music|police|cult|rocker|ufo|surrealism|alien|independent film|conspiracy|torture|scientist|violence|killer|cult film|repossession|
15389,upper class|new york|independent film|debutante|young adult|
13597,maze|castle|puppet|surrealism|labyrinth|fantasy world|goblin|
2108,high school|tardy hall|teenager|detention|
10014,gay|dancing|fire|diary|nightmare|haunted house|transformation|supernatural|high school|party|possession|premonition|spontaneous combustion|bdsm|school bus|disfigurement|sleepwalking|dreams|
10072,group therapy|nightmare|hypnosis|trapped|alcoholic|mental illness|catholicism|disfigurement|sleepwalking|mental hospital|psychotherapist|dreams|
10131,martial arts|nightmare|supernatural|high school|resurrection|sequel|diner|alcoholic|disfigurement|dreams|
10160,nun|baby|monster|asylum|nightmare|supernatural|resurrection|vision|torture|pregnancy|birth|disfigurement|fetus|womb|dreams|
11284,amnesia|nightmare|alternate dimension|psychologist|memory loss|youth|killer|disfigurement|duringcreditsstinger|woman director|halfway house|dreams|memories|
4488,drowning|lake|cabin|cult|revenge|murder|camp|slasher|fear|summer|teenager|maniac|counselor|desire|axe in the head|
9725,camping|summer camp|gore|slasher|b horror|brisbane queensland|
9728,lake|summer camp|murder|serial killer|slasher|summer|jason voorhees|one by one|friday the thirteenth|
9730,lake|resurrection|morgue|serial killer|jason vorhees|hitchhike|
9731,mask|psychology|serial killer|hospital|teenager|series of murders|
10225,lightning|cemetery|mask|slasher|jason vorhees|
10281,lake|mask|telekinesis|psychopath|slasher|teenager|psychiatrist|jason vorhees|
10283,new york|boat|mask|psychopath|high school|sewerage|times square|serial killer|teenager|jason vorhees|
948,female nudity|nudity|mask|babysitter|halloween|police|psychopathic killer|independent film|stalking|serial killer|marijuana|masked killer|blood|pot smoking|slasher|murderer|throat slitting|maniac|violence|killing spree|family|cult film|evil|psychotic|smoking pot|institution|escaped killer|
11281,sheriff|mask|halloween|michael myers|
10676,commercial|factory|gas station|curfew|mask|halloween|hospital|doctor|death|surveillance camera|stonehenge|
11357,sheriff|scissors|ambulance|halloween|twist|knife|sequel|murder|serial killer|masked killer|blood|niece|evil|michael myers|october|
11361,sheriff|barn|black|sequel|boogeyman|masked killer|slasher|youth|psychiatrist|killer|kitten|scythe|heroine|pitchfork|psychotronic|michael myers|
36599,dancing|female nudity|sex|dance|nudity|high school|revenge|murder|independent film|prom|serial killer|marijuana|decapitation|slasher|teenager|killer|disco|psycho|disco dancing|canuxploitation|
39929,cemetery|infidelity|shower|nudity|exorcism|night|high school|shooting|possession|revenge|murder|locker room|priest|prom|blood|unfaithfulness|camp|slasher|teenager|splatter|female homosexuality|high school friends|sexual repression|locker|incest|ghost|school principal|prom queen|flashback|supernatural power|canuxploitation|
41828,male nudity|nudity|high school|sequel|independent film|prom|slasher|zombie|violence|canuxploitation|acid|
41769,monk|sex|nun|nudity|underwear|crucifixion|murder|priest|slasher|body double|casual sex|canuxploitation|
10585,gun|birthday|voodoo|toy|stalker|murder|blood|slasher|explosion|killer|doll|evil|toy comes to life|ginger|
11186,faithlessness|puppet|killer toys|toy comes to life|
11187,recruit|puppet|killer doll|serial killer|military academy|killer toys|toy comes to life|war games|
